dataset_name,client_num,n_estimators_client,num_rounds,xgb_max_depth,CNN_lr,best_res,best_res_round_num,num_iterations,method,source_file,subsample,learning_rate,colsample_bylevel,colsample_bynode,colsample_bytree,alpha,gamma,num_parallel_tree,min_child_weight,result_train,result_test,round,test_loss,test_accuracy,dtype,input,output,ulperrortol,seed, 0x0, 0xdeadbeaf
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf08d099,0xbf18a916,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3ea21014,0x3ea7d369,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f39e516,0x3f6ba861,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3e7c4f28,0x3e80ce08,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbec5a7f8,0xbed07582,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf0b1b46,0xbf1be3e7,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbef0e0ec,0xbf02bb2e,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3d835a30,0x3d838869,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f08aa40,0x3f18736e,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3eb0e4c8,0x3eb87bcd,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3eb3821c,0x3ebb7564,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbe3a7320,0xbe3c8d5a,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3e43f8c0,0x3e466b10,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3e914288,0x3e955b69,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3ec7d800,0x3ed308e7,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3e603df8,0x3e63eef2,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f225cac,0x3f3f9ac6,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3e3db8f0,0x3e3ff06b,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f358d78,0x3f62b38c,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbed9bd64,0xbee88158,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x800000,0x800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f1adfce,0x3f337230,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbefdc346,0xbf0b229d,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf091018,0xbf190208,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf800000,0xff800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f27c2c4,0x3f48d8db,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3ef59c80,0x3f05c993,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3e18a340,0x3e19c893,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f209610,0x3f3ca7c5,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f69cc22,0x3fc60087,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf66cf07,0xbfbd8721,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf768098,0xbffdfcc4,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3df27a40,0x3df39ec4,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3daf5bd0,0x3dafca02,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f53f2be,0x3f973b41,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf7edcbc,0xc0436ce3,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbdf61db8,0xbdf74fae,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3e2c9328,0x3e2e3cb2,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f1a4570,0x3f327f41,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf766306,0xbffd32f1,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf468b9d,0xbf845f0f,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3e398970,0x3e3b9bb1,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbbefa900,0xbbefaa18,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf54c989,0xbf9893ad,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f262cf6,0x3f46169d,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f638a8a,0x3fb54a98,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbeb36c78,0xbebb5cb8,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbeac4d42,0xbeb34993,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f1d1942,0x3f36fbf2,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf5d49ba,0xbfa7bf07,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf182b5c,0xbf2f38d0,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f41a742,0x3f7ce5ef,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f0b9a6c,0x3f1c9898,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3e847494,0x3e8788f3,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbde41608,0xbde50941,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f693944,0x3fc44b5a,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f0386b2,0x3f115e37,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f3a08b0,0x3f6bf3c1,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf78ee64,0xc0089977,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf013a11,0xbf0e436e,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f00668e,0x3f0d2836,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3e6d9850,0x3e720081,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3eacf578,0x3eb4075d,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f18aef8,0x3f3004b4,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3de342f0,0x3de43385,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3e56cee8,0x3e5a0b85,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf287912,0xbf4a1966,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3e92c948,0x3e9704c2,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3c07d080,0x3c07d14c,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbe90f6a0,0xbe9508e0,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3e8b4f28,0x3e8ee884,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf35b56c,0xbf6303ff,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbef512b8,0xbf057027,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3e36c630,0x3e38c0cd,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f0b3ca8,0x3f1c134a,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3e4cd610,0x3e4fa2c5,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf5a8372,0xbfa273a3,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbecaad3c,0xbed662ae,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbec372d2,0xbecddeac,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f6fb2b2,0x3fda8a22,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f365f28,0x3f645b5a,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbecd00fa,0xbed926a4,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbebafa32,0xbec40672,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf235b73,0xbf4146c4,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f7a4658,0x400f6e2c,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f35e824,0x3f636a54,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3cb87640,0x3cb87e3c,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf296288,0xbf4bb6ee,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x7f800000,0xffc00000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf4de86e,0xbf8e2d1a,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf4ace12,0xbf89e5f3,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3d65a300,0x3d65e0b5,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbe10c534,0xbe11bf21,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbeba3c1c,0xbec32b3e,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3e87eaf8,0x3e8b40b8,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3d5c3bc0,0x3d5c722d,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3e8c14b8,0x3e8fbdf8,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf06c6f0,0xbf15d327,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbe0f1e30,0xbe100f96,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbee244b0,0xbef30251,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f2a21b0,0x3f4d0c1d,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf5f7f81,0xbfac408e,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbe3dba2c,0xbe3ff1b2,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f3ffc22,0x3f790abf,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3edc3dac,0x3eeb90fd,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x7f7fffff,0xffc00000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3ecfaaac,0x3edc5485,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f0affbe,0x3f1bbcd9,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f5f2264,0x3fab7dca,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f37394c,0x3f66186c,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbe6b2f6c,0xbe6f74e3,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f284772,0x3f49c1f1,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbdf27bc8,0xbdf3a051,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbc8b14e0,0xbc8b184c,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f6a867c,0x3fc83b07,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f1ec876,0x3f39b429,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0x3f6fd9a8,0x3fdb28d6,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-arctanh.csv,,,,,,,,,,,,,,,np.float32,0xbf473cca,0xbf853e8c,2.0,,,
